pgn,game_id,ply,side,san,best_san,loss_cp,class,accuracy
STOCKFISH_vs_UCT_RAVE.pgn,626,1,B,Nc6,e5,55,inaccuracy,78.4
STOCKFISH_vs_UCT_RAVE.pgn,626,2,W,b5,a3,10,ok,95.2
STOCKFISH_vs_UCT_RAVE.pgn,626,3,B,Rb8,Na5,371,blunder,35.0
STOCKFISH_vs_UCT_RAVE.pgn,626,4,W,a3,bxc6,328,blunder,37.9
STOCKFISH_vs_UCT_RAVE.pgn,626,5,B,Ra8,Na5,400,blunder,33.3
STOCKFISH_vs_UCT_RAVE.pgn,626,6,W,bxc6,bxc6,8,ok,96.2
STOCKFISH_vs_UCT_RAVE.pgn,626,7,B,Nh6,dxc6,52,inaccuracy,79.4
STOCKFISH_vs_UCT_RAVE.pgn,626,8,W,cxb7,d4,26,ok,88.5
STOCKFISH_vs_UCT_RAVE.pgn,626,9,B,Rg8,Bxb7,504,blunder,28.4
STOCKFISH_vs_UCT_RAVE.pgn,626,10,W,bxa8=Q,bxa8=Q,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,626,11,B,Rh8,e6,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,626,12,W,Qxa7,Qxa7,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,627,0,W,Nf3,e4,17,ok,92.2
STOCKFISH_vs_UCT_RAVE.pgn,627,1,B,a5,Nf6,74,inaccuracy,73.0
STOCKFISH_vs_UCT_RAVE.pgn,627,2,W,e4,e4,1,ok,99.5
STOCKFISH_vs_UCT_RAVE.pgn,627,3,B,f5,d6,139,mistake,59.0
STOCKFISH_vs_UCT_RAVE.pgn,627,4,W,Ne5,exf5,205,blunder,49.4
STOCKFISH_vs_UCT_RAVE.pgn,627,5,B,Nh6,d6,174,mistake,53.5
STOCKFISH_vs_UCT_RAVE.pgn,627,6,W,exf5,exf5,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,627,7,B,Rg8,Nxf5,78,inaccuracy,71.9
STOCKFISH_vs_UCT_RAVE.pgn,627,8,W,d4,Qh5+,71,inaccuracy,73.8
STOCKFISH_vs_UCT_RAVE.pgn,627,9,B,Rh8,Nxf5,630,blunder,24.1
STOCKFISH_vs_UCT_RAVE.pgn,627,10,W,Bd3,Qh5+,356,blunder,36.0
STOCKFISH_vs_UCT_RAVE.pgn,627,11,B,Nc6,Nf7,187,mistake,51.7
STOCKFISH_vs_UCT_RAVE.pgn,627,12,W,Qh5+,Qh5+,33,ok,85.8
STOCKFISH_vs_UCT_RAVE.pgn,627,13,B,g6,g6,1,ok,99.5
STOCKFISH_vs_UCT_RAVE.pgn,627,14,W,fxg6,fxg6,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,627,15,B,Rg8,Nxe5,99244,blunder,0.2
STOCKFISH_vs_UCT_RAVE.pgn,627,16,W,g7+,g7+,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,627,17,B,Nf7,Nf7,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,627,18,W,Qxf7#,Qxf7#,200000,blunder,0.1
STOCKFISH_vs_UCT_RAVE.pgn,628,0,W,e3,e4,19,ok,91.3
STOCKFISH_vs_UCT_RAVE.pgn,628,1,B,c5,Nf6,10,ok,95.2
STOCKFISH_vs_UCT_RAVE.pgn,628,2,W,d4,d4,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,628,3,B,Nh6,cxd4,45,ok,81.6
STOCKFISH_vs_UCT_RAVE.pgn,628,4,W,c4,dxc5,38,ok,84.0
STOCKFISH_vs_UCT_RAVE.pgn,628,5,B,Rg8,cxd4,125,mistake,61.5
STOCKFISH_vs_UCT_RAVE.pgn,628,6,W,Nf3,dxc5,134,mistake,59.9
STOCKFISH_vs_UCT_RAVE.pgn,628,7,B,Rh8,g5,12,ok,94.3
STOCKFISH_vs_UCT_RAVE.pgn,628,8,W,dxc5,dxc5,13,ok,93.9
STOCKFISH_vs_UCT_RAVE.pgn,628,9,B,Rg8,e6,124,mistake,61.7
STOCKFISH_vs_UCT_RAVE.pgn,628,10,W,Nc3,Nc3,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,628,11,B,Rh8,Na6,45,ok,81.6
STOCKFISH_vs_UCT_RAVE.pgn,628,12,W,g3,b4,67,inaccuracy,74.9
STOCKFISH_vs_UCT_RAVE.pgn,628,13,B,Qa5,g6,13,ok,93.9
STOCKFISH_vs_UCT_RAVE.pgn,628,14,W,Bh3,a3,96,inaccuracy,67.6
STOCKFISH_vs_UCT_RAVE.pgn,628,15,B,Rg8,Qxc5,143,mistake,58.3
STOCKFISH_vs_UCT_RAVE.pgn,628,16,W,e4,O-O,33,ok,85.8
STOCKFISH_vs_UCT_RAVE.pgn,628,17,B,Qxc5,Qxc5,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,628,18,W,Be3,Be3,10,ok,95.2
STOCKFISH_vs_UCT_RAVE.pgn,628,19,B,d5,Qa5,320,blunder,38.5
STOCKFISH_vs_UCT_RAVE.pgn,628,20,W,Qa4+,Bxc5,120,mistake,62.5
STOCKFISH_vs_UCT_RAVE.pgn,628,21,B,Kd8,Qc6,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,628,22,W,Bxc5,Bxc5,48,ok,80.6
STOCKFISH_vs_UCT_RAVE.pgn,628,23,B,Rh8,Bxh3,139,mistake,59.0
STOCKFISH_vs_UCT_RAVE.pgn,628,24,W,Qd1,Bxc8,241,blunder,45.4
STOCKFISH_vs_UCT_RAVE.pgn,629,0,W,b3,e4,46,ok,81.3
STOCKFISH_vs_UCT_RAVE.pgn,629,1,B,a5,e5,37,ok,84.4
STOCKFISH_vs_UCT_RAVE.pgn,629,2,W,e3,e4,45,ok,81.6
STOCKFISH_vs_UCT_RAVE.pgn,629,3,B,Nh6,g6,65,inaccuracy,75.5
STOCKFISH_vs_UCT_RAVE.pgn,629,4,W,Nf3,c4,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,629,5,B,Rg8,c6,62,inaccuracy,76.3
STOCKFISH_vs_UCT_RAVE.pgn,629,6,W,Be2,d4,21,ok,90.5
STOCKFISH_vs_UCT_RAVE.pgn,629,7,B,Rh8,g5,59,inaccuracy,77.2
STOCKFISH_vs_UCT_RAVE.pgn,629,8,W,c4,d4,5,ok,97.6
STOCKFISH_vs_UCT_RAVE.pgn,629,9,B,Rg8,e6,92,inaccuracy,68.5
STOCKFISH_vs_UCT_RAVE.pgn,629,10,W,d4,d4,72,inaccuracy,73.5
STOCKFISH_vs_UCT_RAVE.pgn,629,11,B,Rh8,g5,10,ok,95.2
STOCKFISH_vs_UCT_RAVE.pgn,629,12,W,Bb2,e4,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,629,13,B,Ra6,g6,138,mistake,59.2
STOCKFISH_vs_UCT_RAVE.pgn,629,14,W,Qc2,O-O,24,ok,89.3
STOCKFISH_vs_UCT_RAVE.pgn,629,15,B,Ng4,a4,26,ok,88.5
STOCKFISH_vs_UCT_RAVE.pgn,629,16,W,Nc3,O-O,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,629,17,B,Rg8,Rg6,71,inaccuracy,73.8
STOCKFISH_vs_UCT_RAVE.pgn,629,18,W,h3,O-O,105,mistake,65.6
STOCKFISH_vs_UCT_RAVE.pgn,629,19,B,Nxf2,Nf6,204,blunder,49.5
STOCKFISH_vs_UCT_RAVE.pgn,629,20,W,Kxf2,Kxf2,47,ok,81.0
STOCKFISH_vs_UCT_RAVE.pgn,629,21,B,Rh8,Rh8,8,ok,96.2
STOCKFISH_vs_UCT_RAVE.pgn,629,22,W,Bd3,Ke1,47,ok,81.0
STOCKFISH_vs_UCT_RAVE.pgn,629,23,B,Rg8,g6,98,inaccuracy,67.1
STOCKFISH_vs_UCT_RAVE.pgn,629,24,W,Bf1,Kg1,63,inaccuracy,76.0
STOCKFISH_vs_UCT_RAVE.pgn,629,25,B,Rh8,Rh8,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,629,26,W,Bd3,Rd1,29,ok,87.3
STOCKFISH_vs_UCT_RAVE.pgn,629,27,B,Rg8,g6,79,inaccuracy,71.7
STOCKFISH_vs_UCT_RAVE.pgn,629,28,W,c5,a3,10,ok,95.2
STOCKFISH_vs_UCT_RAVE.pgn,629,29,B,Rh8,d5,6,ok,97.1
STOCKFISH_vs_UCT_RAVE.pgn,629,30,W,d5,Bxa6,84,inaccuracy,70.4
STOCKFISH_vs_UCT_RAVE.pgn,629,31,B,Rg8,Rf6,169,mistake,54.2
STOCKFISH_vs_UCT_RAVE.pgn,629,32,W,a3,Raf1,122,mistake,62.1
STOCKFISH_vs_UCT_RAVE.pgn,629,33,B,Rh8,Rf6,131,mistake,60.4
STOCKFISH_vs_UCT_RAVE.pgn,629,34,W,h4,Ne4,144,mistake,58.1
STOCKFISH_vs_UCT_RAVE.pgn,629,35,B,Rg8,Rf6,144,mistake,58.1
STOCKFISH_vs_UCT_RAVE.pgn,629,36,W,Rac1,Rhf1,100,mistake,66.7
STOCKFISH_vs_UCT_RAVE.pgn,629,37,B,Rh8,Rf6,142,mistake,58.5
STOCKFISH_vs_UCT_RAVE.pgn,629,38,W,Rcf1,Ne2,165,mistake,54.8
STOCKFISH_vs_UCT_RAVE.pgn,629,39,B,Rg8,e5,83,inaccuracy,70.7
STOCKFISH_vs_UCT_RAVE.pgn,629,40,W,d6,Ng5,112,mistake,64.1
STOCKFISH_vs_UCT_RAVE.pgn,629,41,B,Ra8,cxd6,66,inaccuracy,75.2
STOCKFISH_vs_UCT_RAVE.pgn,629,42,W,Nd5,Ke2,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,629,43,B,Rh8,Na6,95,inaccuracy,67.8
STOCKFISH_vs_UCT_RAVE.pgn,629,44,W,dxc7,dxc7,10,ok,95.2
STOCKFISH_vs_UCT_RAVE.pgn,629,45,B,Rg8,Nc6,77,inaccuracy,72.2
STOCKFISH_vs_UCT_RAVE.pgn,629,46,W,Ng5,Be5,51,inaccuracy,79.7
STOCKFISH_vs_UCT_RAVE.pgn,629,47,B,Rh8,Nc6,107,mistake,65.1
STOCKFISH_vs_UCT_RAVE.pgn,629,48,W,cxd8=Q+,cxd8=Q+,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,629,49,B,Kxd8,Kxd8,0,ok,100.0
STOCKFISH_vs_UCT_RAVE.pgn,629,50,W,Kg1,Ke1,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,630,0,W,d3,e4,51,inaccuracy,79.7
UCT_RAVE_vs_STOCKFISH.pgn,630,1,B,g6,d5,20,ok,90.9
UCT_RAVE_vs_STOCKFISH.pgn,630,2,W,Nh3,e4,35,ok,85.1
UCT_RAVE_vs_STOCKFISH.pgn,630,3,B,e5,d5,29,ok,87.3
UCT_RAVE_vs_STOCKFISH.pgn,630,4,W,Ng5,d4,35,ok,85.1
UCT_RAVE_vs_STOCKFISH.pgn,630,5,B,Nf6,d5,7,ok,96.6
UCT_RAVE_vs_STOCKFISH.pgn,630,6,W,Nxh7,c4,470,blunder,29.9
UCT_RAVE_vs_STOCKFISH.pgn,630,7,B,Nxh7,Rxh7,11,ok,94.8
UCT_RAVE_vs_STOCKFISH.pgn,630,8,W,Rg1,c4,108,mistake,64.9
UCT_RAVE_vs_STOCKFISH.pgn,630,9,B,Bg7,Nc6,3,ok,98.5
UCT_RAVE_vs_STOCKFISH.pgn,630,10,W,Bh6,c3,173,mistake,53.6
UCT_RAVE_vs_STOCKFISH.pgn,630,11,B,Qf6,Bxh6,193,mistake,50.9
UCT_RAVE_vs_STOCKFISH.pgn,630,12,W,Be3,Bxg7,130,mistake,60.6
UCT_RAVE_vs_STOCKFISH.pgn,630,13,B,Qe7,d5,110,mistake,64.5
UCT_RAVE_vs_STOCKFISH.pgn,630,14,W,Bxa7,Nc3,201,blunder,49.9
UCT_RAVE_vs_STOCKFISH.pgn,630,15,B,Rxa7,d5,16,ok,92.6
UCT_RAVE_vs_STOCKFISH.pgn,630,16,W,Rh1,Nc3,75,inaccuracy,72.7
UCT_RAVE_vs_STOCKFISH.pgn,630,17,B,Nc6,Kd8,14,ok,93.5
UCT_RAVE_vs_STOCKFISH.pgn,630,18,W,Rg1,Nc3,95,inaccuracy,67.8
UCT_RAVE_vs_STOCKFISH.pgn,630,19,B,Nf6,Nf6,1,ok,99.5
UCT_RAVE_vs_STOCKFISH.pgn,630,20,W,Rh1,e4,43,ok,82.3
UCT_RAVE_vs_STOCKFISH.pgn,630,21,B,e4,Bh6,8,ok,96.2
UCT_RAVE_vs_STOCKFISH.pgn,630,22,W,Kd2,Nc3,103,mistake,66.0
UCT_RAVE_vs_STOCKFISH.pgn,630,23,B,Bh6+,d5,60,inaccuracy,76.9
UCT_RAVE_vs_STOCKFISH.pgn,630,24,W,Kc3,e3,99247,blunder,0.2
UCT_RAVE_vs_STOCKFISH.pgn,630,25,B,Qb4#,Qb4#,200000,blunder,0.1
UCT_RAVE_vs_STOCKFISH.pgn,631,0,W,b3,e4,58,inaccuracy,77.5
UCT_RAVE_vs_STOCKFISH.pgn,631,1,B,b6,e5,38,ok,84.0
UCT_RAVE_vs_STOCKFISH.pgn,631,2,W,Nh3,Bb2,62,inaccuracy,76.3
UCT_RAVE_vs_STOCKFISH.pgn,631,3,B,Bb7,e5,15,ok,93.0
UCT_RAVE_vs_STOCKFISH.pgn,631,4,W,Bb2,d4,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,631,5,B,d5,d5,20,ok,90.9
UCT_RAVE_vs_STOCKFISH.pgn,631,6,W,Ng5,e3,148,mistake,57.5
UCT_RAVE_vs_STOCKFISH.pgn,631,7,B,h6,e5,181,mistake,52.5
UCT_RAVE_vs_STOCKFISH.pgn,631,8,W,Nxf7,Nf3,356,blunder,36.0
UCT_RAVE_vs_STOCKFISH.pgn,631,9,B,Kxf7,Kxf7,24,ok,89.3
UCT_RAVE_vs_STOCKFISH.pgn,631,10,W,Bxg7,e4,331,blunder,37.7
UCT_RAVE_vs_STOCKFISH.pgn,631,11,B,e5,Bxg7,907,blunder,18.1
UCT_RAVE_vs_STOCKFISH.pgn,631,12,W,Bxh8,Bxh8,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,631,13,B,Nd7,Nd7,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,631,14,W,f3,e3,276,blunder,42.0
UCT_RAVE_vs_STOCKFISH.pgn,631,15,B,Ne7,Bc5,77,inaccuracy,72.2
UCT_RAVE_vs_STOCKFISH.pgn,631,16,W,Bg7,f4,385,blunder,34.2
UCT_RAVE_vs_STOCKFISH.pgn,631,17,B,Kxg7,Kxg7,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,631,18,W,Rg1,g3,109,mistake,64.7
UCT_RAVE_vs_STOCKFISH.pgn,631,19,B,Nf5,Nf5,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,631,20,W,Rh1,g3,19,ok,91.3
UCT_RAVE_vs_STOCKFISH.pgn,631,21,B,Nf6,Bc5,87,inaccuracy,69.7
UCT_RAVE_vs_STOCKFISH.pgn,631,22,W,Kf2,g3,171,mistake,53.9
UCT_RAVE_vs_STOCKFISH.pgn,631,23,B,e4,e4,19,ok,91.3
UCT_RAVE_vs_STOCKFISH.pgn,631,24,W,Kg1,Ke1,68,inaccuracy,74.6
UCT_RAVE_vs_STOCKFISH.pgn,631,25,B,Bc5+,Bc5+,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,631,26,W,d4,e3,99278,blunder,0.2
UCT_RAVE_vs_STOCKFISH.pgn,631,27,B,exd3+,exd3+,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,631,28,W,e3,e3,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,631,29,B,Bxe3#,Bxe3#,200000,blunder,0.1
UCT_RAVE_vs_STOCKFISH.pgn,632,0,W,h4,e4,70,inaccuracy,74.1
UCT_RAVE_vs_STOCKFISH.pgn,632,1,B,Nh6,d5,119,mistake,62.7
UCT_RAVE_vs_STOCKFISH.pgn,632,2,W,Rh3,d4,194,mistake,50.8
UCT_RAVE_vs_STOCKFISH.pgn,632,3,B,Nc6,d5,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,632,4,W,Rg3,d4,112,mistake,64.1
UCT_RAVE_vs_STOCKFISH.pgn,632,5,B,d5,Nf5,47,ok,81.0
UCT_RAVE_vs_STOCKFISH.pgn,632,6,W,Rxg7,d3,346,blunder,36.6
UCT_RAVE_vs_STOCKFISH.pgn,632,7,B,Bxg7,Bxg7,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,632,8,W,Nh3,Nc3,14,ok,93.5
UCT_RAVE_vs_STOCKFISH.pgn,632,9,B,Bxh3,Bxh3,56,inaccuracy,78.1
UCT_RAVE_vs_STOCKFISH.pgn,632,10,W,Nc3,gxh3,100,mistake,66.7
UCT_RAVE_vs_STOCKFISH.pgn,632,11,B,Bg4,Bg4,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,633,0,W,d4,e4,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,633,1,B,d6,Nf6,13,ok,93.9
UCT_RAVE_vs_STOCKFISH.pgn,633,2,W,Nh3,e4,102,mistake,66.2
UCT_RAVE_vs_STOCKFISH.pgn,633,3,B,g6,e5,44,ok,82.0
UCT_RAVE_vs_STOCKFISH.pgn,633,4,W,Ng5,g3,25,ok,88.9
UCT_RAVE_vs_STOCKFISH.pgn,633,5,B,c6,Nf6,31,ok,86.6
UCT_RAVE_vs_STOCKFISH.pgn,633,6,W,Nxh7,e4,482,blunder,29.3
UCT_RAVE_vs_STOCKFISH.pgn,633,7,B,Bg7,Rxh7,572,blunder,25.9
UCT_RAVE_vs_STOCKFISH.pgn,633,8,W,Nf8,Ng5,535,blunder,27.2
UCT_RAVE_vs_STOCKFISH.pgn,633,9,B,Kxf8,Kxf8,21,ok,90.5
UCT_RAVE_vs_STOCKFISH.pgn,633,10,W,Rg1,g3,149,mistake,57.3
UCT_RAVE_vs_STOCKFISH.pgn,633,11,B,Nd7,Rxh2,73,inaccuracy,73.3
UCT_RAVE_vs_STOCKFISH.pgn,633,12,W,Rh1,e4,54,inaccuracy,78.7
UCT_RAVE_vs_STOCKFISH.pgn,633,13,B,Qb6,Ndf6,26,ok,88.5
UCT_RAVE_vs_STOCKFISH.pgn,633,14,W,Rg1,c3,204,blunder,49.5
UCT_RAVE_vs_STOCKFISH.pgn,633,15,B,Rxh2,Qxd4,28,ok,87.7
UCT_RAVE_vs_STOCKFISH.pgn,633,16,W,Kd2,e3,55,inaccuracy,78.4
UCT_RAVE_vs_STOCKFISH.pgn,633,17,B,c5,Rh4,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,633,18,W,Ke3,c3,132,mistake,60.2
UCT_RAVE_vs_STOCKFISH.pgn,633,19,B,Bxd4+,Rh5,108,mistake,64.9
UCT_RAVE_vs_STOCKFISH.pgn,633,20,W,Kf4,Kf3,38,ok,84.0
UCT_RAVE_vs_STOCKFISH.pgn,633,21,B,Ne5,Bxf2,118,mistake,62.9
UCT_RAVE_vs_STOCKFISH.pgn,633,22,W,Ke4,Kg3,403,blunder,33.2
UCT_RAVE_vs_STOCKFISH.pgn,633,23,B,d5+,Bxf2,62,inaccuracy,76.3
UCT_RAVE_vs_STOCKFISH.pgn,633,24,W,Kxd5,Kf4,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,633,25,B,Qc6#,Nf6#,200000,blunder,0.1
UCT_RAVE_vs_STOCKFISH.pgn,634,0,W,g3,e4,36,ok,84.7
UCT_RAVE_vs_STOCKFISH.pgn,634,1,B,d5,d5,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,634,2,W,Nh3,Nf3,65,inaccuracy,75.5
UCT_RAVE_vs_STOCKFISH.pgn,634,3,B,Nc6,e5,11,ok,94.8
UCT_RAVE_vs_STOCKFISH.pgn,634,4,W,Ng5,d4,47,ok,81.0
UCT_RAVE_vs_STOCKFISH.pgn,634,5,B,e6,e5,68,inaccuracy,74.6
UCT_RAVE_vs_STOCKFISH.pgn,634,6,W,Nxh7,d4,432,blunder,31.6
UCT_RAVE_vs_STOCKFISH.pgn,634,7,B,Rxh7,Rxh7,3,ok,98.5
UCT_RAVE_vs_STOCKFISH.pgn,634,8,W,Rg1,d4,199,mistake,50.1
UCT_RAVE_vs_STOCKFISH.pgn,634,9,B,g6,Rxh2,159,mistake,55.7
UCT_RAVE_vs_STOCKFISH.pgn,634,10,W,b4,Rh1,183,mistake,52.2
UCT_RAVE_vs_STOCKFISH.pgn,634,11,B,Rxh2,Rxh2,21,ok,90.5
UCT_RAVE_vs_STOCKFISH.pgn,634,12,W,Rg2,b5,40,ok,83.3
UCT_RAVE_vs_STOCKFISH.pgn,634,13,B,Rh7,Rh1,83,inaccuracy,70.7
UCT_RAVE_vs_STOCKFISH.pgn,634,14,W,Rh2,Bb2,83,inaccuracy,70.7
UCT_RAVE_vs_STOCKFISH.pgn,634,15,B,Rxh2,Rxh2,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,634,16,W,Bh3,Nc3,191,mistake,51.2
UCT_RAVE_vs_STOCKFISH.pgn,634,17,B,Rh1+,Rxh3,142,mistake,58.5
UCT_RAVE_vs_STOCKFISH.pgn,635,0,W,d4,e4,2,ok,99.0
UCT_RAVE_vs_STOCKFISH.pgn,635,1,B,d6,Nf6,16,ok,92.6
UCT_RAVE_vs_STOCKFISH.pgn,635,2,W,Nh3,Nc3,64,inaccuracy,75.8
UCT_RAVE_vs_STOCKFISH.pgn,635,3,B,c6,e5,35,ok,85.1
UCT_RAVE_vs_STOCKFISH.pgn,635,4,W,Ng5,g3,32,ok,86.2
UCT_RAVE_vs_STOCKFISH.pgn,635,5,B,Nf6,Nf6,8,ok,96.2
UCT_RAVE_vs_STOCKFISH.pgn,635,6,W,Nxh7,Nf3,447,blunder,30.9
UCT_RAVE_vs_STOCKFISH.pgn,635,7,B,Rxh7,Nxh7,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,635,8,W,Rg1,g3,126,mistake,61.3
UCT_RAVE_vs_STOCKFISH.pgn,635,9,B,Na6,Rxh2,111,mistake,64.3
UCT_RAVE_vs_STOCKFISH.pgn,635,10,W,h4,Rh1,21,ok,90.5
UCT_RAVE_vs_STOCKFISH.pgn,635,11,B,e5,g6,12,ok,94.3
UCT_RAVE_vs_STOCKFISH.pgn,635,12,W,Nc3,Bg5,71,inaccuracy,73.8
UCT_RAVE_vs_STOCKFISH.pgn,635,13,B,Rxh4,Rxh4,25,ok,88.9
UCT_RAVE_vs_STOCKFISH.pgn,635,14,W,Nd5,e3,191,mistake,51.2
UCT_RAVE_vs_STOCKFISH.pgn,635,15,B,Nxd5,cxd5,12,ok,94.3
UCT_RAVE_vs_STOCKFISH.pgn,635,16,W,Rh1,g3,192,mistake,51.0
UCT_RAVE_vs_STOCKFISH.pgn,635,17,B,Nac7,Rxh1,234,blunder,46.1
UCT_RAVE_vs_STOCKFISH.pgn,636,0,W,c3,e4,40,ok,83.3
UCT_RAVE_vs_STOCKFISH.pgn,636,1,B,f6,Nf6,71,inaccuracy,73.8
UCT_RAVE_vs_STOCKFISH.pgn,636,2,W,Nh3,e4,31,ok,86.6
UCT_RAVE_vs_STOCKFISH.pgn,636,3,B,e5,d5,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,636,4,W,Qb3,d4,68,inaccuracy,74.6
UCT_RAVE_vs_STOCKFISH.pgn,636,5,B,Bc5,d5,61,inaccuracy,76.6
UCT_RAVE_vs_STOCKFISH.pgn,636,6,W,Ng5,d4,394,blunder,33.7
UCT_RAVE_vs_STOCKFISH.pgn,636,7,B,Bxf2+,fxg5,339,blunder,37.1
UCT_RAVE_vs_STOCKFISH.pgn,636,8,W,Kxf2,Kxf2,55,inaccuracy,78.4
UCT_RAVE_vs_STOCKFISH.pgn,636,9,B,d5,fxg5,337,blunder,37.2
UCT_RAVE_vs_STOCKFISH.pgn,636,10,W,Kf3,Nf3,563,blunder,26.2
UCT_RAVE_vs_STOCKFISH.pgn,636,11,B,fxg5,fxg5,8,ok,96.2
UCT_RAVE_vs_STOCKFISH.pgn,636,12,W,Kg3,Kf2,52,inaccuracy,79.4
UCT_RAVE_vs_STOCKFISH.pgn,636,13,B,Qd7,Nf6,43,ok,82.3
UCT_RAVE_vs_STOCKFISH.pgn,636,14,W,Qb6,Na3,591,blunder,25.3
UCT_RAVE_vs_STOCKFISH.pgn,636,15,B,axb6,cxb6,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,636,16,W,d4,Na3,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,636,17,B,Qd6,Nf6,14,ok,93.5
UCT_RAVE_vs_STOCKFISH.pgn,637,0,W,c4,e4,31,ok,86.6
UCT_RAVE_vs_STOCKFISH.pgn,637,1,B,d5,e5,55,inaccuracy,78.4
UCT_RAVE_vs_STOCKFISH.pgn,637,2,W,Nh3,cxd5,176,mistake,53.2
UCT_RAVE_vs_STOCKFISH.pgn,637,3,B,d4,d4,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,637,4,W,Ng5,g3,48,ok,80.6
UCT_RAVE_vs_STOCKFISH.pgn,637,5,B,Nc6,e5,53,inaccuracy,79.1
UCT_RAVE_vs_STOCKFISH.pgn,637,6,W,Nxh7,d3,363,blunder,35.5
UCT_RAVE_vs_STOCKFISH.pgn,637,7,B,Rxh7,Rxh7,0,ok,100.0
UCT_RAVE_vs_STOCKFISH.pgn,637,8,W,Rg1,g3,161,mistake,55.4
UCT_RAVE_vs_STOCKFISH.pgn,637,9,B,Rh8,Rxh2,95,inaccuracy,67.8
UCT_RAVE_vs_STOCKFISH.pgn,637,10,W,Rh1,Rh1,11,ok,94.8
UCT_RAVE_vs_STOCKFISH.pgn,637,11,B,a6,d3,2,ok,99.0
UCT_RAVE_vs_STOCKFISH.pgn,637,12,W,Rg1,d3,149,mistake,57.3
UCT_RAVE_vs_STOCKFISH.pgn,637,13,B,Rxh2,Rxh2,18,ok,91.7
UCT_RAVE_vs_STOCKFISH.pgn,637,14,W,Rh1,Qa4,171,mistake,53.9
UCT_RAVE_vs_STOCKFISH.pgn,637,15,B,Rh6,Rxh1,100,mistake,66.7
UCT_RAVE_vs_STOCKFISH.pgn,637,16,W,f4,Rxh6,91,inaccuracy,68.7
UCT_RAVE_vs_STOCKFISH.pgn,637,17,B,Bg4,Rxh1,64,inaccuracy,75.8
UCT_RAVE_vs_STOCKFISH.pgn,637,18,W,Rxh6,Rxh6,26,ok,88.5
UCT_RAVE_vs_STOCKFISH.pgn,637,19,B,Nxh6,gxh6,36,ok,84.7
UCT_RAVE_vs_STOCKFISH.pgn,637,20,W,Kf2,Qb3,105,mistake,65.6
UCT_RAVE_vs_STOCKFISH.pgn,637,21,B,Qd7,e5,32,ok,86.2
UCT_RAVE_vs_STOCKFISH.pgn,637,22,W,e3,Kg1,148,mistake,57.5
UCT_RAVE_vs_STOCKFISH.pgn,637,23,B,e5,Bxd1,150,mistake,57.1
UCT_RAVE_vs_STOCKFISH.pgn,637,24,W,Kg3,Be2,198,mistake,50.3
UCT_RAVE_vs_STOCKFISH.pgn,637,25,B,exf4+,Bxd1,66,inaccuracy,75.2
UCT_RAVE_vs_STOCKFISH.pgn,637,26,W,Kh2,Kf2,85,inaccuracy,70.2
UCT_RAVE_vs_STOCKFISH.pgn,637,27,B,Bxd1,Bxd1,59,inaccuracy,77.2
